sentença,julgamento,julgamento_2,dano_moral_individual,faixa_dano_moral_individual,data_julgamento,juiz,tipo_juiz,direito_de_arrependimento,descumprimento_de_oferta,extravio_definitivo,extravio_temporário,intervalo_extravio_temporário,faixa_intervalo_extravio_temporário,violação_furto_avaria,cancelamento/alteração_destino,atraso,intervalo_atraso,faixa_intervalo_atraso,culpa_exclusiva_consumidor,condições_climáticas/fechamento_aeroporto,noshow,overbooking,assistência_cia_aérea,hipervulnerável
1011,total_procedente,-,"R$ 4,360.00",3,22/03/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,S,4,3,N,N,N,-,0,N,N,N,N,,
1012,parcial_procedente,-,R$ 0.00,0,22/03/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1013,improcedente,-,R$ 0.00,0,22/03/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1014,total_procedente,-,"R$ 3,270.00",2,01/04/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,S,1,1,N,N,N,-,0,N,N,N,N,,
1015,parcial_procedente,-,R$ 0.00,0,05/04/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1016,total_procedente,-,"R$ 2,000.00",1,04/05/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
1017,total_procedente,-,"R$ 6,000.00",3,04/05/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,,
1018,total_procedente,-,"R$ 4,000.00",2,03/05/2011,Paula Caruso Mac-Donald,Leigo,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,,
1019,total_procedente,extinto,"R$ 4,000.00",2,09/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,S,,
1020,parcial_procedente,-,R$ 0.00,0,09/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1021,total_procedente,-,"R$ 4,000.00",2,03/05/2011,Paula Caruso Mac-Donald,Leigo,N,N,N,N,-,0,N,S,N,-,0,N,N,N,S,,
1022,total_procedente,-,"R$ 3,000.00",2,10/05/2011,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
1023,parcial_procedente,-,"R$ 3,000.00",2,10/05/2011,Margani de Mello,Titular,N,N,N,S,11,4,N,N,N,-,0,N,N,N,N,,
1024,total_procedente,-,"R$ 6,000.00",3,10/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,38:00:00,7,N,N,N,N,,
1026,parcial_procedente,-,R$ 0.00,0,26/04/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1027,total_procedente,-,"R$ 6,000.00",3,10/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,,
1028,parcial_procedente,-,R$ 0.00,0,11/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,S,,
1029,total_procedente,-,"R$ 5,000.00",3,12/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,,
1029,total_procedente,-,"R$ 4,000.00",2,12/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,,
1030,parcial_procedente,-,"R$ 5,000.00",3,12/05/2011,Margani de Mello,Titular,N,S,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1031,parcial_procedente,-,R$ 0.00,0,16/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,S,,
1032,parcial_procedente,-,R$ 0.00,0,17/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1033,total_procedente,-,"R$ 2,000.00",1,17/05/2011,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
1034,parcial_procedente,-,"R$ 3,000.00",2,23/05/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,27:00:00,6,N,N,N,N,,
1035,total_procedente,-,"R$ 5,000.00",3,17/10/2011,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
1036,parcial_procedente,-,R$ 0.00,0,15/12/2011,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1037,improcedente,-,R$ 0.00,0,30/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1038,improcedente,-,R$ 0.00,0,30/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1039,improcedente,-,R$ 0.00,0,29/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1040,total_procedente,-,"R$ 10,000.00",5,30/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1041,parcial_procedente,-,"R$ 11,000.00",6,27/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1042,parcial_procedente,-,"R$ 10,000.00",5,22/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1043,parcial_procedente,-,"R$ 11,000.00",6,20/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,23:00:00,5,N,N,N,N,,
1044,parcial_procedente,-,"R$ 3,000.00",2,20/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,07:05:00,2,N,N,N,N,,
1045,parcial_procedente,-,"R$ 10,000.00",5,08/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,28:00:00,7,N,N,N,N,,
1046,parcial_procedente,-,"R$ 8,000.00",4,25/06/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,,
1047,parcial_procedente,-,"R$ 7,000.00",4,10/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,13:10:00,4,N,N,N,N,,
1048,parcial_procedente,-,"R$ 2,000.00",1,28/05/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:10:00,2,N,N,N,N,,
1049,parcial_procedente,-,"R$ 8,000.00",4,30/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,19:15:00,5,N,N,N,N,,
1050,parcial_procedente,-,"R$ 2,000.00",1,30/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:25:00,2,N,N,N,N,,
1051,parcial_procedente,-,"R$ 2,500.00",2,29/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,04:40:00,2,N,N,N,N,,
1052,parcial_procedente,-,"R$ 2,500.00",2,04/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,,
1053,parcial_procedente,-,"R$ 4,000.00",2,16/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:25:00,3,N,N,N,N,,
1054,parcial_procedente,-,"R$ 6,000.00",3,13/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,,
1055,total_procedente,-,"R$ 8,000.00",4,25/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,23:00:00,5,N,N,N,N,,
1056,parcial_procedente,-,"R$ 5,000.00",3,16/06/2020,Vânia Petermann,Titular,N,N,N,S,2,2,N,N,S,07:00:00,2,N,N,N,N,,
1057,parcial_procedente,-,"R$ 6,000.00",3,14/05/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,,
1058,parcial_procedente,-,"R$ 10,000.00",5,24/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1059,parcial_procedente,-,"R$ 3,500.00",2,22/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,,
1060,parcial_procedente,-,"R$ 3,000.00",2,03/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,04:30:00,2,N,N,N,N,,
1061,parcial_procedente,-,"R$ 12,000.00",6,20/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,30:00:00,7,N,N,N,N,,
1062,parcial_procedente,-,"R$ 8,000.00",4,20/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,,
1063,parcial_procedente,-,"R$ 10,000.00",5,17/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,20:00:00,5,N,N,N,N,,
1064,parcial_procedente,-,"R$ 4,500.00",3,31/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,,
1065,parcial_procedente,-,"R$ 2,000.00",1,23/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,N,,
1066,parcial_procedente,-,"R$ 5,000.00",3,23/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
1067,parcial_procedente,-,"R$ 10,000.00",5,22/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1068,parcial_procedente,-,R$ 0.00,0,03/12/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1069,parcial_procedente,-,"R$ 3,000.00",2,29/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,,
1070,parcial_procedente,-,"R$ 2,000.00",1,30/09/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:30:00,2,N,N,N,N,,
1071,parcial_procedente,-,"R$ 10,000.00",5,02/03/2020,Mônica Bonelli Paulo Prazeres,Substituto,N,N,N,N,-,0,N,N,S,20:00:00,5,N,N,N,N,,
1072,parcial_procedente,-,"R$ 10,000.00",5,02/03/2020,Mônica Bonelli Paulo Prazeres,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1073,parcial_procedente,-,"R$ 10,000.00",5,02/03/2020,Mônica Bonelli Paulo Prazeres,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1074,parcial_procedente,-,"R$ 4,000.00",2,20/02/2020,Mônica Bonelli Paulo Prazeres,Substituto,N,N,N,N,-,0,N,N,S,10:20:00,3,N,N,N,N,,
1075,parcial_procedente,-,R$ 0.00,0,09/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1076,parcial_procedente,-,"R$ 5,000.00",3,14/05/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
1077,parcial_procedente,-,R$ 0.00,0,23/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1078,parcial_procedente,-,"R$ 4,000.00",2,22/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,,
1079,parcial_procedente,-,"R$ 10,000.00",5,21/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,21:00:00,5,N,N,N,N,,
1080,parcial_procedente,-,R$ 0.00,0,25/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1081,parcial_procedente,-,R$ 0.00,0,20/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1082,parcial_procedente,-,"R$ 5,000.00",3,28/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,,
1083,parcial_procedente,-,R$ 0.00,0,27/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1084,improcedente,-,R$ 0.00,0,11/05/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,S,N,,
1085,improcedente,-,R$ 0.00,0,16/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1086,parcial_procedente,-,"R$ 10,000.00",5,27/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1087,parcial_procedente,-,"R$ 11,000.00",6,22/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,18:00:00,5,N,N,N,N,,
1088,parcial_procedente,-,R$ 0.00,0,20/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1089,parcial_procedente,-,"R$ 6,000.00",3,04/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,13:00:00,4,N,N,N,N,,
1090,parcial_procedente,-,"R$ 10,000.00",5,03/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1091,parcial_procedente,-,"R$ 12,000.00",6,06/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,26:20:00,6,N,N,N,N,,
1092,parcial_procedente,-,"R$ 9,000.00",5,10/02/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,17:00:00,5,N,N,N,N,,
1093,parcial_procedente,-,"R$ 8,000.00",4,01/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1094,parcial_procedente,-,"R$ 5,000.00",3,18/06/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,13:00:00,4,N,N,N,N,,
1095,parcial_procedente,-,"R$ 6,000.00",3,08/06/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,17:00:00,5,N,N,N,N,,
1096,parcial_procedente,-,"R$ 8,000.00",4,28/05/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,19:00:00,5,N,N,N,N,,
1097,parcial_procedente,-,"R$ 11,000.00",6,24/05/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1098,parcial_procedente,-,"R$ 13,000.00",6,24/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
1099,parcial_procedente,-,"R$ 13,000.00",6,24/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
1100,parcial_procedente,-,"R$ 10,500.00",6,31/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,20:15:00,5,N,N,N,N,,
1101,parcial_procedente,-,"R$ 8,000.00",4,25/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,17:00:00,5,N,N,N,N,,
1102,parcial_procedente,-,"R$ 11,000.00",6,23/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,,
1103,parcial_procedente,-,"R$ 13,000.00",6,19/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1104,parcial_procedente,-,"R$ 5,000.00",3,06/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,,
1105,parcial_procedente,-,"R$ 4,500.00",3,03/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,,
1106,parcial_procedente,-,"R$ 10,000.00",5,27/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1107,parcial_procedente,-,"R$ 10,000.00",5,16/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,30:00:00,7,N,N,N,N,,
1108,extinto,improcedente,R$ 0.00,0,13/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1109,parcial_procedente,-,"R$ 7,000.00",4,23/01/2020,Vânia Petermann,Titular,N,N,N,S,6,3,N,N,N,-,0,N,N,N,N,,
1110,parcial_procedente,-,"R$ 15,000.00",6,30/04/2020,Vânia Petermann,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
1111,parcial_procedente,-,"R$ 7,500.00",4,30/03/2020,Vânia Petermann,Titular,N,N,N,S,5,3,N,N,N,-,0,N,N,N,N,,
1112,parcial_procedente,-,"R$ 1,500.00",1,18/08/2020,Vânia Petermann,Titular,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,,
1113,parcial_procedente,-,"R$ 5,000.00",3,17/08/2020,Vânia Petermann,Titular,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,,
1114,parcial_procedente,-,"R$ 8,000.00",4,13/07/2020,Vânia Petermann,Titular,N,N,N,S,3,2,N,N,S,09:00:00,3,N,N,N,N,,
1115,total_procedente,-,"R$ 10,000.00",5,22/01/2020,Vânia Petermann,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
1116,parcial_procedente,-,"R$ 1,500.00",1,23/01/2020,Vânia Petermann,Titular,N,N,N,S,1,1,N,N,N,-,0,N,N,N,N,,
1117,parcial_procedente,-,"R$ 7,500.00",4,23/03/2020,Vânia Petermann,Titular,N,N,N,S,5,3,N,N,N,-,0,N,N,N,N,,
1118,parcial_procedente,-,"R$ 2,000.00",1,16/07/2020,Vânia Petermann,Titular,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,,
1119,parcial_procedente,-,R$ 0.00,0,14/05/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1120,parcial_procedente,-,"R$ 2,000.00",1,03/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,04:40:00,2,N,N,S,N,,
1121,parcial_procedente,-,"R$ 5,000.00",3,12/06/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
1122,parcial_procedente,-,"R$ 5,000.00",3,29/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,,
1123,parcial_procedente,-,"R$ 4,000.00",2,23/01/2020,Vânia Petermann,Titular,N,N,N,S,11,4,N,N,N,-,0,N,N,N,N,,
1124,parcial_procedente,-,"R$ 2,000.00",1,29/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:35:00,2,N,N,N,N,,
1125,parcial_procedente,-,"R$ 5,000.00",3,24/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
1126,parcial_procedente,-,"R$ 8,000.00",4,20/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,N,S,,
1127,parcial_procedente,-,"R$ 6,500.00",4,27/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,14:35:00,4,N,N,N,N,,
1128,parcial_procedente,-,"R$ 2,000.00",1,24/05/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,06:30:00,2,N,N,N,N,,
1129,parcial_procedente,-,"R$ 5,000.00",3,08/06/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,15:00:00,4,N,N,N,N,,
1130,parcial_procedente,-,"R$ 5,500.00",3,12/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,,
1130,parcial_procedente,-,"R$ 4,500.00",3,12/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,,
1131,parcial_procedente,-,R$ 0.00,0,03/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1132,parcial_procedente,-,"R$ 1,000.00",1,23/01/2020,Vânia Petermann,Titular,N,S,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1133,parcial_procedente,-,"R$ 17,000.00",6,19/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,42:00:00,7,N,N,N,S,,
1134,parcial_procedente,-,"R$ 8,500.00",5,22/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,18:00:00,5,N,N,N,S,,
1135,parcial_procedente,-,"R$ 5,000.00",3,29/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,,
1136,parcial_procedente,-,"R$ 5,000.00",3,20/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,S,,
1137,parcial_procedente,-,"R$ 17,000.00",6,19/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,42:00:00,7,N,N,N,S,,
1138,parcial_procedente,-,"R$ 4,000.00",2,20/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,,
1139,improcedente,-,R$ 0.00,0,25/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1140,improcedente,-,R$ 0.00,0,11/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1141,improcedente,-,R$ 0.00,0,04/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1142,improcedente,-,R$ 0.00,0,16/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1143,improcedente,-,R$ 0.00,0,16/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1144,total_procedente,-,R$ 0.00,0,08/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1145,parcial_procedente,-,"R$ 2,500.00",2,29/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,,
1146,total_procedente,-,R$ 0.00,0,03/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1147,parcial_procedente,-,"R$ 15,000.00",6,24/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1148,parcial_procedente,-,"R$ 9,000.00",5,02/12/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,18:00:00,5,N,N,N,N,,
1149,parcial_procedente,-,"R$ 1,000.00",1,29/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,01:45:00,1,N,N,N,N,,
1150,parcial_procedente,-,"R$ 10,000.00",5,30/09/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,25:00:00,6,N,N,N,N,,
1151,parcial_procedente,-,"R$ 10,000.00",5,30/09/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,25:00:00,6,N,N,N,N,,
1152,parcial_procedente,-,"R$ 5,000.00",3,08/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,,
1153,parcial_procedente,-,"R$ 2,000.00",1,08/06/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,,
1154,parcial_procedente,-,R$ 0.00,0,11/05/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1155,parcial_procedente,-,R$ 0.00,0,30/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1156,parcial_procedente,-,R$ 0.00,0,31/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1157,parcial_procedente,-,"R$ 5,000.00",3,19/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
1158,parcial_procedente,-,R$ 0.00,0,09/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1159,parcial_procedente,-,"R$ 4,000.00",2,04/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:45:00,3,N,N,N,N,,
1160,parcial_procedente,-,"R$ 12,000.00",6,02/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,43:00:00,7,N,N,N,N,,
1161,parcial_procedente,-,R$ 0.00,0,02/09/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1162,parcial_procedente,-,"R$ 5,000.00",3,27/08/2020,Vânia Petermann,Titular,N,N,N,S,2,2,N,S,N,-,0,N,N,N,N,,
1163,parcial_procedente,-,R$ 0.00,0,21/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1164,parcial_procedente,-,"R$ 4,000.00",2,21/08/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,S,N
1165,parcial_procedente,-,R$ 0.00,0,18/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1166,parcial_procedente,-,"R$ 5,000.00",3,23/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,N,N
1167,parcial_procedente,-,"R$ 5,000.00",3,05/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,S
1168,parcial_procedente,-,"R$ 8,000.00",4,18/06/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,22:00:00,5,N,N,N,N,N,N
1169,parcial_procedente,-,"R$ 2,000.00",1,03/04/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,S,N,-,N
1170,parcial_procedente,-,"R$ 2,000.00",1,26/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
1171,parcial_procedente,-,"R$ 4,000.00",2,26/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,S,N
1172,parcial_procedente,-,"R$ 5,000.00",3,13/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,N,N
1173,parcial_procedente,-,"R$ 5,000.00",3,10/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
1174,parcial_procedente,-,"R$ 2,000.00",1,28/07/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
